GEOID,structural_score,momentum_score,industry_mix_score,friction_score
11001000101,0.830191570881226,0.5901532567049808,0.91672030651341,0.09272030651341001
11001000201,0.5428352490421456,0.5092337164750957,0.5938544061302682,0.3846743295019157
11001000400,0.4009961685823755,0.4487739463601532,0.3534291187739464,0.6218390804597701
11001000803,0.4009961685823755,0.4487739463601532,0.32396934865900384,0.6218390804597701
11001000904,0.4009961685823755,0.4487739463601532,0.3534291187739464,0.6218390804597701
11001001002,0.4988697318007663,0.4898084291187739,0.4339693486590039,0.4590038314176246
11001001100,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
11001001600,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001001901,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001001902,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001002102,0.4009961685823755,0.4487739463601532,0.3534291187739464,0.6218390804597701
11001002202,0.4009961685823755,0.4487739463601532,0.3362337164750958,0.6218390804597701
11001002302,0.9760536398467434,0.6076245210727969,0.9680383141762453,0.03218390804597704
11001002503,0.5428352490421456,0.5092337164750957,0.5204521072796935,0.3846743295019157
11001002600,0.4009961685823755,0.4487739463601532,0.32396934865900384,0.6218390804597701
11001002703,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
11001003400,0.4597318007662835,0.47279693486590035,0.3619003831417625,0.5245210727969349
11001003701,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001003801,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001004702,0.945823754789272,0.7738122605363984,0.9537701149425288,0.04750957854406135
11001004801,0.8181800766283526,0.5917624521072797,0.9241647509578546,0.08697318007662835
11001005003,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001005004,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001005303,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001005501,0.5428352490421456,0.5092337164750957,0.5150842911877395,0.3846743295019157
11001005503,0.8629118773946359,0.5608429118773945,0.6400613026819924,0.19463601532567054
11001005602,0.269272030651341,0.38911877394636013,0.32719923371647514,0.8417624521072797
11001005801,0.9769348659003831,0.6099233716475095,0.9781149425287357,0.02452107279693483
11001005802,0.8695019157088122,0.6090038314176245,0.9723946360153257,0.02758620689655178
11001005900,0.9805363984674329,0.6126819923371647,0.9865517241379311,0.01532567049808431
11001006700,0.8493869731800767,0.6067049808429119,0.964911877394636,0.03524904214559388
11001007203,0.4597318007662835,0.47279693486590035,0.4083026819923372,0.5245210727969349
11001007304,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001007803,0.5428352490421456,0.5092337164750957,0.5131187739463602,0.3846743295019157
11001007901,0.8021455938697318,0.5867049808429119,0.8950996168582377,0.10421455938697322
11001008100,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001008200,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001008302,0.4988697318007663,0.4898084291187739,0.4686130268199234,0.4590038314176246
11001008402,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001009000,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001009102,0.5428352490421456,0.5092337164750957,0.5361302681992337,0.3846743295019157
11001009301,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001009400,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001009503,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001009504,0.4009961685823755,0.4487739463601532,0.32396934865900384,0.6218390804597701
11001009505,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
11001009700,0.5574904214559387,0.5146360153256705,0.4763256704980843,0.3605363984674329
11001009807,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
11001010100,0.8630651340996168,0.6078544061302682,0.9689961685823756,0.03141762452107277
11001010201,0.6923180076628352,0.5775095785440613,0.8819501915708814,0.135632183908046
11001010202,0.9920306513409961,0.6145210727969348,0.9923984674329502,0.00919540229885063
11001010400,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
11001010500,0.968831417624521,0.608199233716475,0.9685555555555555,0.030268199233716486
11001010601,0.525823754789272,0.5023371647509578,0.45824521072796937,0.41302681992337165
11001010603,0.9708812260536399,0.608544061302682,0.9701724137931036,0.0291187739463602
11001010700,0.9754022988505748,0.6092337164750958,0.973264367816092,0.026819923371647514
11001010800,0.9649042145593869,0.6087739463601533,0.9714712643678161,0.028352490421455934
11001011100,0.4009961685823755,0.4487739463601532,0.3534291187739464,0.6218390804597701
11001980000,0.999080459770115,0.792854406130268,0.9989885057471264,0.0007662835249042654
24001000100,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
24001000200,0.7940996168582375,0.582911877394636,0.8388199233716476,0.11762452107279697
24001000800,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
24001001000,0.5762835249042145,0.5225670498084292,0.564072796934866,0.32911877394636013
24001001200,0.525823754789272,0.5023371647509578,0.5295555555555556,0.41302681992337165
24001001300,0.4988697318007663,0.4898084291187739,0.5493486590038315,0.4590038314176246
24001001800,0.6657662835249043,0.5225670498084292,0.6439808429118774,0.32911877394636013
24001002000,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
24001002300,0.6100191570881226,0.538199233716475,0.5824061302681993,0.2739463601532567
24003701103,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
24003701104,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
24003701202,0.7997318007662835,0.5794636015325669,0.6919003831417625,0.12911877394636018
24003701301,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
24003702205,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
24003702300,0.4009961685823755,0.4487739463601532,0.32396934865900384,0.6218390804597701
24003702402,0.8375478927203066,0.6037164750957854,0.9521072796934867,0.04521072796934866
24003702601,0.8143295019157089,0.589808429118774,0.909513409961686,0.0938697318007663
24003702702,0.4009961685823755,0.4487739463601532,0.3362337164750958,0.6218390804597701
24003706102,0.7066283524904216,0.541647509578544,0.7649808429118774,0.26206896551724135
24003706103,0.6734674329501916,0.5686590038314177,0.8017164750957855,0.1674329501915709
24003706302,0.7193869731800767,0.5909578544061302,0.9023831417624522,0.0900383141762452
24003706303,0.8225478927203065,0.5938314176245211,0.9183639846743297,0.07969348659003828
24003706500,0.6100191570881226,0.538199233716475,0.7325555555555556,0.2739463601532567
24003706600,0.9289463601532568,0.5904980842911878,0.7152911877394637,0.09157088122605361
24003707001,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797
24003708001,0.5360536398467433,0.47279693486590035,0.4083026819923372,0.5245210727969349
24003708004,0.4009961685823755,0.4487739463601532,0.3362337164750958,0.6218390804597701
24003730205,0.9796934865900383,0.6110727969348659,0.9822222222222223,0.020689655172413834
24003730601,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797
