GEOID,overall_score,structural_score,momentum_score,industry_mix_score,friction_score,pressure_30d,opportunity_30d,signal,trend_30d
11001000101,0.2124789272030652,0.830191570881226,0.5901532567049808,0.91672030651341,0.09272030651341001,0.2124789272030652,0.7875210727969348,LOW,STABLE
11001000201,0.4472413793103448,0.5428352490421456,0.5092337164750957,0.5938544061302682,0.3846743295019157,0.4472413793103448,0.5527586206896552,MODERATE,STABLE
11001000400,0.5988457854406131,0.4009961685823755,0.4487739463601532,0.3534291187739464,0.6218390804597701,0.5988457854406131,0.40115421455938693,ELEVATED,STABLE
11001000803,0.6062107279693487,0.4009961685823755,0.4487739463601532,0.32396934865900384,0.6218390804597701,0.6062107279693487,0.3937892720306513,ELEVATED,STABLE
11001000904,0.5988457854406131,0.4009961685823755,0.4487739463601532,0.3534291187739464,0.6218390804597701,0.5988457854406131,0.40115421455938693,ELEVATED,STABLE
11001001002,0.5158611111111111,0.4988697318007663,0.4898084291187739,0.4339693486590039,0.4590038314176246,0.5158611111111111,0.4841388888888889,ELEVATED,STABLE
11001001100,0.7028553639846743,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797,0.7028553639846743,0.2971446360153257,ELEVATED,STABLE
11001001600,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001001901,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001001902,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001002102,0.5988457854406131,0.4009961685823755,0.4487739463601532,0.3534291187739464,0.6218390804597701,0.5988457854406131,0.40115421455938693,ELEVATED,STABLE
11001002202,0.6031446360153256,0.4009961685823755,0.4487739463601532,0.3362337164750958,0.6218390804597701,0.6031446360153256,0.39685536398467436,ELEVATED,STABLE
11001002302,0.1373026819923371,0.9760536398467434,0.6076245210727969,0.9680383141762453,0.03218390804597704,0.1373026819923371,0.8626973180076629,LOW,STABLE
11001002503,0.4655919540229885,0.5428352490421456,0.5092337164750957,0.5204521072796935,0.3846743295019157,0.4655919540229885,0.5344080459770115,MODERATE,STABLE
11001002600,0.6062107279693487,0.4009961685823755,0.4487739463601532,0.32396934865900384,0.6218390804597701,0.6062107279693487,0.3937892720306513,ELEVATED,STABLE
11001002703,0.7028553639846743,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797,0.7028553639846743,0.2971446360153257,ELEVATED,STABLE
11001003400,0.5592318007662835,0.4597318007662835,0.47279693486590035,0.3619003831417625,0.5245210727969349,0.5592318007662835,0.44076819923371646,ELEVATED,STABLE
11001003701,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001003801,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001004702,0.10312643678160918,0.945823754789272,0.7738122605363984,0.9537701149425288,0.04750957854406135,0.10312643678160918,0.8968735632183908,LOW,RISING
11001004801,0.21376436781609187,0.8181800766283526,0.5917624521072797,0.9241647509578546,0.08697318007662835,0.21376436781609187,0.7862356321839081,LOW,STABLE
11001005003,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001005004,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001005303,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001005501,0.46693390804597695,0.5428352490421456,0.5092337164750957,0.5150842911877395,0.3846743295019157,0.46693390804597695,0.5330660919540231,MODERATE,STABLE
11001005503,0.289176245210728,0.8629118773946359,0.5608429118773945,0.6400613026819924,0.19463601532567054,0.289176245210728,0.710823754789272,MODERATE,STABLE
11001005602,0.6913955938697318,0.269272030651341,0.38911877394636013,0.32719923371647514,0.8417624521072797,0.6913955938697318,0.3086044061302682,ELEVATED,STABLE
11001005801,0.1330191570881226,0.9769348659003831,0.6099233716475095,0.9781149425287357,0.02452107279693483,0.1330191570881226,0.8669808429118774,LOW,STABLE
11001005802,0.17263314176245212,0.8695019157088122,0.6090038314176245,0.9723946360153257,0.02758620689655178,0.17263314176245212,0.8273668582375479,LOW,STABLE
11001005900,0.1279022988505747,0.9805363984674329,0.6126819923371647,0.9865517241379311,0.01532567049808431,0.1279022988505747,0.8720977011494253,LOW,STABLE
11001006700,0.18299999999999994,0.8493869731800767,0.6067049808429119,0.964911877394636,0.03524904214559388,0.18299999999999994,0.8170000000000001,LOW,STABLE
11001007203,0.5476312260536399,0.4597318007662835,0.47279693486590035,0.4083026819923372,0.5245210727969349,0.5476312260536399,0.4523687739463601,ELEVATED,STABLE
11001007304,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001007803,0.4674252873563218,0.5428352490421456,0.5092337164750957,0.5131187739463602,0.3846743295019157,0.4674252873563218,0.5325747126436782,MODERATE,STABLE
11001007901,0.22988409961685818,0.8021455938697318,0.5867049808429119,0.8950996168582377,0.10421455938697322,0.22988409961685818,0.7701159003831418,LOW,STABLE
11001008100,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001008200,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001008302,0.5072001915708813,0.4988697318007663,0.4898084291187739,0.4686130268199234,0.4590038314176246,0.5072001915708813,0.49279980842911875,ELEVATED,STABLE
11001008402,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001009000,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001009102,0.4616724137931034,0.5428352490421456,0.5092337164750957,0.5361302681992337,0.3846743295019157,0.4616724137931034,0.5383275862068966,MODERATE,STABLE
11001009301,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001009400,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001009503,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
11001009504,0.6062107279693487,0.4009961685823755,0.4487739463601532,0.32396934865900384,0.6218390804597701,0.6062107279693487,0.3937892720306513,ELEVATED,STABLE
11001009505,0.7028553639846743,0.269272030651341,0.38911877394636013,0.281360153256705,0.8417624521072797,0.7028553639846743,0.2971446360153257,ELEVATED,STABLE
11001009700,0.4674597701149425,0.5574904214559387,0.5146360153256705,0.4763256704980843,0.3605363984674329,0.4674597701149425,0.5325402298850574,MODERATE,STABLE
11001009807,0.7072806513409962,0.269272030651341,0.38911877394636013,0.26365900383141766,0.8417624521072797,0.7072806513409962,0.29271934865900384,ELEVATED,STABLE
